,name,city,country,iata_code,latitude,longitude,links_count
1687,Marshall Islands Intl,Majuro,Marshall Islands,MAJ,7.064758,171.272022,8
1688,Bateen,Abu Dhabi,United Arab Emirates,AZI,24.428333,54.458084,8
1689,Tamanrasset,Tamanrasset,Algeria,TMR,22.811461,5.451075,8
1690,Kerman,Kerman,Iran,KER,30.274444,56.951111,8
1691,Sault Ste Marie,Sault Sainte Marie,Canada,YAM,46.485001,-84.509445,8
1692,Mazar I Sharif,Mazar-i-sharif,Afghanistan,MZR,36.706914,67.209678,8
1693,Nelson,Nelson,New Zealand,NSN,-41.298333,173.221111,8
1694,Hamilton,Hamilton,New Zealand,HLZ,-37.866661,175.332056,8
1695,Huahine,Huahine Island,French Polynesia,HUH,-16.687242,-151.021667,8
1696,Nuku Hiva,Nuku Hiva,French Polynesia,NHV,-8.795603,-140.228789,8
1697,San Salvador,Cockburn Town,Bahamas,ZSA,24.063275,-74.523967,8
1698,Taloyoak,Spence Bay,Canada,YYH,69.546667,-93.576667,8
1699,General Rodolfo Sanchez Taboada Intl,Mexicali,Mexico,MXL,32.630634,-115.241637,8
1700,Charlottetown,Charlottetown,Canada,YYG,46.290001,-63.121111,8
1701,Smithers,Smithers,Canada,YYD,54.824722,-127.182778,8
1702,Pangnirtung,Pangnirtung,Canada,YXP,66.145,-65.713611,8
1703,Erhac,Malatya,Turkey,MLX,38.435347,38.091006,8
1704,Sivas,Sivas,Turkey,VAS,39.813828,36.903497,8
1705,Canadian Rockies Intl,Cranbrook,Canada,YXC,49.612222,-115.781944,8
1706,Pico,Pico,Portugal,PIX,38.554333,-28.441333,8
1707,Flores,Flores,Portugal,FLW,39.455272,-31.131361,8
1708,Mosnov,Ostrava,Czech Republic,OSR,49.696292,18.111053,8
1709,Parma,Parma,Italy,PMF,44.824483,10.296367,8
1710,Hall Beach,Hall Beach,Canada,YUX,68.776111,-81.243611,8
1711,Repulse Bay,Repulse Bay,Canada,YUT,66.521389,-86.224722,8
1712,Kasos,Kasos,Greece,KSJ,35.421358,26.910047,8
1713,Kithira,Kithira,Greece,KIT,36.274258,23.016978,8
1714,Garons,Nimes,France,FNI,43.757444,4.416347,8
1715,Carpiquet,Caen,France,CFR,49.173333,-0.45,8
1716,Fort Smith,Fort Smith,Canada,YSM,60.020278,-111.961944,8
1717,Marcillac,Rodez,France,RDZ,44.407869,2.482672,8
1718,Quesnel,Quesnel,Canada,YQZ,53.026112,-122.510278,8
1719,Grande Prairie,Grande Prairie,Canada,YQU,55.179722,-118.885,8
1720,Osijek,Osijek,Croatia,OSI,45.462667,18.810156,8
1721,Lamu Manda,Lamu,Kenya,LAU,-2.252417,40.913097,8
1722,Aswan Intl,Aswan,Egypt,ASW,23.964356,32.819975,8
1723,Nouadhibou,Nouadhibou,Mauritania,NDB,20.933067,-17.029956,8
1724,J M Nkomo Intl,Bulawayo,Zimbabwe,BUQ,-20.017431,28.617869,8
1725,Sao Tome Intl,Sao Tome,Sao Tome and Principe,TMS,0.378175,6.712153,7
1726,Mara Serena Airport,Masai Mara,Kenya,MRE,-1.406111,35.008056,7
1727,Kotlik Airport,Kotlik,United States,KOT,63.030556,-163.532778,7
1728,Kwigillingok Airport,Kwigillingok,United States,KWK,59.876389,-163.168611,7
1729,Emmonak Airport,Emmonak,United States,EMK,62.786111,-164.490833,7
1730,Bonaventure Airport,Bonaventure,Canada,YVB,48.0711,-65.4603,7
1731,Samburu South Airport,Samburu South,Kenya,UAS,0.530583,37.5342,7
1732,Sege Airport,Sege,Solomon Islands,EGM,-8.57889,157.876,7
1733,Tambor Airport,Nicoya,Costa Rica,TMU,9.73852,-85.0138,7
1734,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,AKP,68.1336,-151.743,7
1735,Dryden Rgnl,Dryden,Canada,YHD,49.831667,-92.744167,7
1736,Andenes,Andoya,Norway,ANX,69.2925,16.144167,7
1737,Longreach Airport,Longreach,Australia,LRE,-23.4342,144.28,7
1738,Haines Airport,Haines,United States,HNS,59.2438,-135.524,7
1739,Skagway Airport,Skagway,United States,SGY,59.4601,-135.316,7
1740,Craig Cove Airport,Craig Cove,Vanuatu,CCV,-16.265,167.924,7
1741,Pikangikum Airport,Pikangikum,Canada,YPM,51.8197,-93.9733,7
1742,Inukjuak Airport,Inukjuak,Canada,YPH,58.4719,-78.0769,7
1743,Skagen,Stokmarknes,Norway,SKN,68.580833,15.026111,7
1744,Ikaria,Ikaria,Greece,JIK,37.682717,26.347061,7
1745,Lanai,Lanai,United States,LNY,20.785611,-156.951419,7
1746,Molokai,Molokai,United States,MKK,21.152886,-157.096256,7
1747,Fak Fak,Fak Fak,Indonesia,FKQ,-2.920192,132.267031,7
1748,Taraz,Dzhambul,Kazakhstan,DMB,42.853611,71.303611,7
1749,Pelotas,Pelotas,Brazil,PET,-31.718353,-52.327689,7
1750,Altamira,Altamira,Brazil,ATM,-3.2539059999999997,-52.253978,7
1751,Bartolomeu Lisandro,Campos,Brazil,CAW,-21.698333,-41.301669,7
1752,Moorea,Moorea,French Polynesia,MOZ,-17.489972,-149.761869,7
1753,Golfito,Golfito,Costa Rica,GLF,8.653775,-83.180544,7
1754,Konya,Konya,Turkey,KYA,37.979,32.561861,7
1755,Transilvania Targu Mures,Tirgu Mures,Romania,TGM,46.467714,24.412525,7
1756,Valladolid,Valladolid,Spain,VLL,41.706111,-4.851944,7
1757,Eldoret Intl,Eldoret,Kenya,EDL,0.404458,35.238928,7
1758,Quelimane,Quelimane,Mozambique,UEL,-17.8555,36.869106,6
1759,Inhambane,Inhambane,Mozambique,INH,-23.876431,35.408544,6
1760,Lubango,Lubango,Angola,SDD,-14.924733,13.575022,6
1761,Soyo,Soyo,Angola,SZA,-6.141086,12.371764,6
1762,Menongue,Menongue,Angola,SPP,-14.657583,17.719833,6
1763,Huambo,Huambo,Angola,NOV,-12.808878,15.760547,6
1764,Toliara,Toliara,Madagascar,TLE,-23.383369,43.728453,6
1765,Sambava,Sambava,Madagascar,SVB,-14.278611,50.174721,6
1766,Philibert Tsiranana,Mahajanga,Madagascar,MJN,-15.667144,46.351828,6
1767,Antsirabato,Antalaha,Madagascar,ANM,-14.999411,50.320233,6
1768,Sigiriya Airport,Sigiriya,Sri Lanka,GIU,7.57212,80.43412000000001,6
1769,Sainte Marie,Sainte Marie,Madagascar,SMS,-17.093889,49.815834,6
1770,St Pierre Pierrefonds,St.-pierre,Reunion,ZSE,-21.320039,55.423581,6
1771,Moosonee,Moosonee,Canada,YMO,51.291111,-80.607778,6
1772,Brusselton,Brusselton,Australia,BQB,-33.687222,115.400278,6
1773,Bangui M Poko,Bangui,Central African Republic,BGF,4.398475,18.518786,6
1774,Yongzhou Lingling Airport,Yongzhou,China,LLF,26.345556,111.612222,6
1775,Bauru-Arealva,Bauru,Brazil,JTC,-22.157778,-49.068333,6
1776,Toksook Bay Airport,Toksook Bay,United States,OOK,60.541389,-165.087222,6
1777,Tianyang,Baise,China,AEB,23.72,106.96,6
1778,Mackenzie Airport,Mackenzie British Columbia,Canada,YZY,55.29944,-123.08333,6
1779,Ukunda Airport,Ukunda,Kenya,UKA,-4.29694,39.5714,6
1780,Waterloo,Waterloo,Canada,YKF,43.460833,-80.378611,6
1781,Provo Municipal Airport,Provo,United States,PVU,40.21805555,-111.72222222,6
1782,Zhijiang Airport,Zhijiang,China,HJJ,27.441389,109.699722,6
1783,Liping Airport,Liping,China,HZH,26.206,109.039,6
1784,Pond Inlet,Pond Inlet,Canada,YIO,72.683334,-77.966667,6
1785,Jijiga Airport,Jijiga,Ethiopia,JIJ,9.359722,42.7875,6
1786,Joacaba Airport,Joacaba,Brazil,JCB,-27.172778,-51.500833,6
1787,Dourados Airport,Dourados,Brazil,DOU,-22.220833,-54.805833,6
1788,Sinop Airport,Sinop,Brazil,OPS,-11.885,-55.586,6
1789,Cabo Frio International Airport,Cabo Frio,Brazil,CFB,-22.921667,-42.074167,6
1790,Vasteras,Vasteras,Sweden,VST,59.589444,16.633611,6
1791,Bella Bella Airport,Bella Bella,Canada,ZEL,52.139722,-128.063611,6
1792,Skelleftea,Skelleftea,Sweden,SFT,64.624772,21.076892,6
1793,Havre Saint-Pierre Airport,Havre-Saint-Pierre,Canada,YGV,50.281944,-63.611389,6
1794,St. George Airport,St. George,United States,STG,56.577222,-169.663611,6
1795,Kiruna,Kiruna,Sweden,KRN,67.821986,20.336764,6
1796,Grayling Airport,Grayling,United States,KGX,62.894444,-160.065,6
1797,Tuluksak Airport,Tuluksak,United States,TLT,61.096944,-160.969444,6
1798,Akiak Airport,Akiak,United States,AKI,60.902778,-161.230556,6
1799,Pilot Station Airport,Pilot Station,United States,PQS,61.934444,-162.899444,6
1800,Kongiganak Airport,Kongiganak,United States,KKH,59.960833,-162.881111,6
1801,Klawock Airport,Klawock,United States,KLW,55.579167,-133.076111,6
1802,Kipnuk Airport,Kipnuk,United States,KPN,59.933056,-164.030556,6
1803,Hay River,Hay River,Canada,YHY,60.839722,-115.782778,6
1804,Teller Airport,Teller,United States,TLA,65.240278,-166.339444,6
1805,Kobuk Airport,Kobuk,United States,OBU,66.912222,-156.897222,6
1806,Metlakatla Seaplane Base,Metakatla,United States,MTM,55.131111,-131.578056,6
1807,Hoonah Airport,Hoonah,United States,HNH,58.096111,-135.409722,6
1808,Shungnak Airport,Shungnak,United States,SHG,66.888056,-157.1625,6
1809,Nulato Airport,Nulato,United States,NUL,64.729444,-158.074167,6
1810,Kwethluk Airport,Kwethluk,United States,KWT,60.790278,-161.443611,6
1811,Eek Airport,Eek,United States,EEK,60.213611,-162.043889,6
1812,Shageluk Airport,Shageluk,United States,SHX,62.692222,-159.569167,6
1813,Kalmar,Kalkmar,Sweden,KLR,56.685531,16.287578,6
1814,Alliance Municipal Airport,Alliance,United States,AIA,42.053333,-102.803889,6
1815,Chadron Municipal Airport,Chadron,United States,CDR,42.8375,-103.095556,6
1816,Municipal,Corozal,Belize,CZH,18.3822,-88.4119,6
1817,Chefornak Airport,Chefornak,United States,CYF,60.149167,-164.285556,6
1818,Drake Bay Airport,Puntarenas,Costa Rica,DRK,8.71889,-83.6417,6
1819,Heilongjiang Mohe Airport,Mohe County,China,OHE,52.915,122.427,6
1820,Ronneby,Ronneby,Sweden,RNB,56.266667,15.265,6
1821,Sawyer International Airport,Marquette,United States,MQT,46.353611,-87.395278,6
1822,Ulukhaktok Holman,Holman Island,Canada,YHI,70.762778,-117.806111,6
1823,Mus Airport,Mus,Turkey,MSR,38.747769,41.661236,6
1824,Walvis Bay Airport,Walvis Bay,Namibia,WVB,-22.9799,14.6453,6
1825,Capitan Corbeta C A Curbelo International Airport,Punta del Este,Uruguay,PDP,-34.855139,-55.094278,6
1826,Chaoyang Airport,Chaoyang,China,CHG,41.5381,120.435,6
1827,Changzhoudao Airport,Wuzhou,China,WUZ,23.4567,111.248,6
1828,Arenal Airport,La Fortuna/San Carlos,Costa Rica,FON,10.478,-84.6345,6
1829,Shishmaref Airport,Shishmaref,United States,SHH,66.2496,-166.089,6
1830,Kivalina Airport,Kivalina,United States,KVL,67.7362,-164.563,6
1831,Kaltag Airport,Kaltag,United States,KAL,64.3191,-158.741,6
1832,Anvik Airport,Anvik,United States,ANV,62.6467,-160.191,6
1833,Sorstokken,Stord,Norway,SRP,59.791925,5.34085,6
1834,Longyear,Svalbard,Norway,LYR,78.246111,15.465556,6
1835,Iles De La Madeleine,Iles De La Madeleine,Canada,YGR,47.424721,-61.778056,6
1836,Heihe Airport,Heihe,China,HEK,50.25,127.3,6
1837,Qamdo Bangda Airport,Bangda,China,BPX,30.5536,97.1083,6
1838,Zhaotong Airport,Zhaotong,China,ZAT,27.3256,103.755,6
1839,Simao Airport,Simao,China,SYM,22.7933,100.959,6
1840,Wynyard Airport,Burnie,Australia,BWT,-40.9989,145.731,6
1841,Roma Airport,Roma,Australia,RMA,-26.545,148.775,6
1842,Paraburdoo Airport,Paraburdoo,Australia,PBO,-23.1711,117.745,6
1843,Mornington Island Airport,Mornington Island,Australia,ONG,-16.6625,139.178,6
1844,Moranbah Airport,Moranbah,Australia,MOV,-22.0578,148.077,6
1845,Maningrida Airport,Maningrida,Australia,MNG,-12.0561,134.234,6
1846,Merimbula Airport,Merimbula,Australia,MIM,-36.9086,149.901,6
1847,Lord Howe Island Airport,Lord Howe Island,Australia,LDH,-31.5383,159.077,6
1848,Geraldton Airport,Geraldton,Australia,GET,-28.7961,114.707,6
1849,Doomadgee Airport,Doomadgee,Australia,DMD,-17.9403,138.822,6
1850,Albany Airport,Albany,Australia,ALH,-34.9433,117.809,6
1851,Lawas Airport,Lawas,Malaysia,LWY,4.84917,115.408,6
1852,Dumatubun Airport,Langgur-Kei Islands,Indonesia,LUV,-5.661619,132.731431,6
1853,Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island,Indonesia,BEJ,2.155497,117.432256,6
1854,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,TMC,-9.409717,119.244494,6
1855,La Grande Riviere,La Grande Riviere,Canada,YGL,53.625278,-77.704167,6
1856,Pleiku Airport,Pleiku,Vietnam,PXU,14.004522,108.017158,6
1857,Phu Cat Airport,Phucat,Vietnam,UIH,13.954986,109.042267,6
1858,Trà Nóc Airport,Can Tho,Vietnam,VCA,10.085119,105.711922,6
1859,Gan Island Airport,Gan Island,Maldives,GAN,-0.693342,73.1556,6
1860,Andizhan Airport,Andizhan,Uzbekistan,AZN,40.7277,72.294,6
1861,Pobedilovo Airport,Kirov,Russia,KVX,58.5033,49.3483,6
1862,Kostanay West Airport,Kostanay,Kazakhstan,KSN,53.206944,63.550278,6
1863,Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,VIG,8.6241,-71.672819,6
1864,Obando Airport,Puerto Inírida,Colombia,PDA,3.85,-67.91,6
1865,General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,0.9785189999999999,-79.6266,6
1866,Roxas Airport,Roxas City,Philippines,RXS,11.597669,122.751669,6
1867,Tuguegarao Airport,Tuguegarao,Philippines,TUG,17.638311,121.730614,6
1868,Surigao Airport,Sangley Point,Philippines,SUG,9.757567,125.479328,6
1869,Sacheon Air Base,Sacheon,South Korea,HIN,35.088543,128.07037,6
1870,Holy Cross Airport,Holy Cross,United States,HCR,62.1883,-159.775,6
1871,Gustavus Airport,Gustavus,United States,GST,58.4253,-135.707,6
1872,Uromiyeh Airport,Uromiyeh,Iran,OMH,37.6681,45.0687,6
1873,Ardabil Airport,Ardabil,Iran,ADU,38.325678,48.424356,6
1874,Ipota Airport,Ipota,Vanuatu,IPA,-18.8783,169.308,6
1875,Gaua Island Airport,Gaua Island,Vanuatu,ZGU,-14.2181,167.587,6
1876,Lonorore Airport,Lonorore,Vanuatu,LNE,-15.8656,168.172,6
1877,Torres Airstrip,Loh/Linua,Vanuatu,TOH,-13.328,166.638,6
1878,Sola Airport,Sola,Vanuatu,SLH,-13.8517,167.537,6
1879,Mota Lava Airport,Ablow,Vanuatu,MTV,-13.666,167.712,6
1880,Ua Huka Airport,Ua Huka,French Polynesia,UAH,-8.93611,-139.552,6
1881,Ua Pou Airport,Ua Pou,French Polynesia,UAP,-9.35167,-140.078,6
1882,Savusavu Airport,Savusavu,Fiji,SVU,-16.8028,179.341,6
1883,Matei Airport,Matei,Fiji,TVU,-16.6906,-179.877,6
1884,Arthurs Town Airport,Arthur's Town,Bahamas,ATC,24.629417,-75.673775,6
1885,Dr Joaquin Balaguer International Airport,La Isabela,Dominican Republic,JBQ,18.5725,-69.9856,6
1886,Kahramanmaras Airport,Kahramanmaras,Turkey,KCM,37.539,36.9534,6
1887,Kars Airport,Kars,Turkey,KSY,40.562222,43.115002,6
1888,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,44.941444,17.297501,6
1889,Worland Municipal Airport,Worland,United States,WRL,43.9657,-107.951,6
1890,Valdosta Regional Airport,Valdosta,United States,VLD,30.7825,-83.2767,6
1891,Rock Springs Sweetwater County Airport,Rock Springs,United States,RKS,41.5942,-109.065,6
1892,Arnold Palmer Regional Airport,Latrobe,United States,LBE,40.2759,-79.4048,6
1893,Brunswick Golden Isles Airport,Brunswick,United States,BQK,31.2588,-81.4665,6
1894,Watertown Regional Airport,Watertown,United States,ATY,44.914,-97.1547,6
1895,La Abraq Airport,Al Bayda',Libya,LAQ,32.788673,21.964333,6
1896,Mogador Airport,Essadouira,Morocco,ESU,31.3975,-9.681667000000001,6
1897,Dakhla Airport,Dakhla,Western Sahara,VIL,23.7183,-15.932,6
1898,Eros Airport,Windhoek,Namibia,ERS,-22.6122,17.0804,6
1899,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,56.2961,12.8471,6
1900,Östersund Airport,Östersund,Sweden,OSD,63.1944,14.5003,6
1901,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG,53.0968,17.9777,6
1902,Svartnes Airport,Vardø,Norway,VAW,70.355392,31.044889,6
1903,Svolvær Helle Airport,Svolvær,Norway,SVJ,68.2433,14.6692,6
1904,Ryum Airport,Rørvik,Norway,RVK,64.8383,11.1461,6
1905,Namsos Høknesøra Airport,Namsos,Norway,OSY,64.4722,11.5786,6
1906,Leknes Airport,Leknes,Norway,LKN,68.1525,13.6094,6
1907,Papa Westray Airport,Papa Westray,United Kingdom,PPW,59.3517,-2.90028,6
1908,North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL,59.3675,-2.43444,6
1909,Sandy Lake Airport,Sandy Lake,Canada,ZSJ,53.0642,-93.3444,6
1910,Sanikiluaq Airport,Sanikiluaq,Canada,YSK,56.5378,-79.2467,6
1911,Umiujaq Airport,Umiujaq,Canada,YUD,56.5361,-76.5183,6
1912,Chapais Airport,Chibougamau,Canada,YMT,49.7719,-74.5281,6
1913,Aupaluk Airport,Aupaluk,Canada,YPJ,59.2967,-69.5997,6
1914,Fort Hope Airport,Fort Hope,Canada,YFH,51.5619,-87.9078,6
1915,Lourdes De Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,YBX,51.4436,-57.1853,6
1916,Kangirsuk Airport,Kangirsuk,Canada,YKG,60.0272,-69.9992,6
1917,Sisimiut Airport,Sisimiut,Greenland,JHS,66.9513,-53.7293,6
1918,Qaanaaq Airport,Qaanaaq,Greenland,NAQ,77.4886,-69.3887,6
1919,Vanimo Airport,Vanimo,Papua New Guinea,VAI,-2.69717,141.302,6
1920,Tari Airport,Tari,Papua New Guinea,TIZ,-5.845,142.948,6
1921,Moro Airport,Moro,Papua New Guinea,MXH,-6.36333,143.238,6
1922,Ngorangora Airport,Kirakira,Solomon Islands,IRA,-10.4497,161.898,6
1923,Durham Tees Valley Airport,Teesside,United Kingdom,MME,54.509189,-1.429406,6
1924,Pori,Pori,Finland,POR,61.461686,21.799983,6
1925,Lappeenranta,Lappeenranta,Finland,LPP,61.044553,28.144397,6
1926,Arcata,Arcata CA,United States,ACV,40.978111,-124.108611,6
1927,Uraj,Uraj,Russia,URJ,60.1,64.83,6
1928,Vityazevo,Anapa,Russia,AAQ,45.002097,37.347272,6
1929,Kruunupyy,Kruunupyy,Finland,KOK,63.721172,23.143131,6
1930,ISLES OF SCILLY,ST MARY\\'S,United Kingdom,ISC,49.919,-6.3075,6
1931,Gillette-Campbell County Airport,Gillette,United States,GCC,44.3489167,-105.5393611,6
1932,Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,33.450333,-88.591361,6
1933,Columbus Metropolitan Airport,Columbus,United States,CSG,32.5163333,-84.9388611,6
1934,Busuanga,Busuanga,Philippines,USU,12.121458,120.100031,6
1935,Napier,NAPIER,New Zealand,NPE,-39.465833,176.87,6
1936,Nauru Intl,Nauru,Nauru,INU,-0.547458,166.9191,6
1937,La Crosse Municipal,La Crosse,United States,LSE,43.878986,-91.256711,6
1938,Mundo Maya International,Flores,Guatemala,FRS,16.913819,-89.866383,6
1939,Aasiaat,Aasiaat,Greenland,JEG,68.7,-52.75,6
1940,Tagbilaran,Tagbilaran,Philippines,TAG,9.66408056,123.853247,6
1941,Palanga Intl,Palanga,Lithuania,PLQ,55.973228,21.093856,6
1942,Ubon Ratchathani,Ubon Ratchathani,Thailand,UBP,15.251278,104.870231,6
1943,Muhammad Salahuddin,Bima,Indonesia,BMU,-8.539647,118.687322,6
1944,Tjilik Riwut,Palangkaraya,Indonesia,PKY,-2.2251279999999998,113.942661,6
1945,Kijang,Tanjung Pinang,Indonesia,TNJ,0.9226829999999999,104.53231099999999,6
1946,Abdul Rachman Saleh,Malang,Indonesia,MLG,-7.926556,112.714514,6
1947,Natrona Co Intl,Casper,United States,CPR,42.908,-106.464417,6
1948,Unalaska,Unalaska,United States,DUT,53.900139,-166.5435,6
1949,Sitka Rocky Gutierrez,Sitka,United States,SIT,57.047138,-135.361611,6
1950,Tyler Pounds Rgnl,Tyler,United States,TYR,32.354139,-95.402386,6
1951,Dothan Rgnl,Dothan,United States,DHN,31.321339,-85.449628,6
1952,Brownsville South Padre Island Intl,Brownsville,United States,BRO,25.906833,-97.425861,6
1953,Easterwood Fld,College Station,United States,CLL,30.588583,-96.363833,6
1954,Cincinnati Muni Lunken Fld,Cincinnati,United States,LUK,39.103333,-84.418611,6
1955,Kenai Muni,Kenai,United States,ENA,60.573111,-151.245,6
1956,Merle K Mudhole Smith,Cordova,United States,CDV,60.491778,-145.477556,6
1957,Yuma Mcas Yuma Intl,Yuma,United States,YUM,32.656578,-114.60598,6
1958,Lincoln,Lincoln,United States,LNK,40.850971,-96.75925,6
1959,Lake Charles Rgnl,Lake Charles,United States,LCH,30.126112,-93.223335,6
1960,Huron Rgnl,Huron,United States,HON,44.3852,-98.228542,6
1961,Dillingham,Dillingham,United States,DLG,59.044667,-158.5055,6
1962,St Paul Island,St. Paul Island,United States,SNP,57.167333,-170.220444,6
1963,Wagga Wagga,Wagga Wagga,Australia,WGA,-35.165278,147.466389,6
1964,Dubbo,Dubbo,Australia,DBO,-32.216667,148.574722,6
1965,Learmonth,Learmonth,Australia,LEA,-22.235556,114.088611,6
1966,Proserpine Whitsunday Coast,Prosserpine,Australia,PPP,-20.495,148.552222,6
1967,Mopah,Merauke,Indonesia,MKQ,-8.520294,140.418453,6
1968,Nabire,Nabire,Indonesia,NBX,-3.368183,135.496406,6
1969,Sittwe,Sittwe,Burma,AKY,20.132708,92.872628,6
1970,Phitsanulok,Phitsanulok,Thailand,PHS,16.782939,100.279122,6
1971,Rajahmundry,Rajahmundry,India,RJA,17.110361,81.818208,6
1972,Vijayawada,Vijayawada,India,VGA,16.530433,80.796847,6
1973,Savannakhet,Savannakhet,Laos,ZVK,16.556594,104.759531,6
1974,Jessore,Jessore,Bangladesh,JSR,23.1838,89.160833,6
1975,Coxs Bazar,Cox's Bazar,Bangladesh,CXB,21.452194,91.963889,6
1976,Surat,Surat,India,STV,21.114061,72.741792,6
1977,Rajkot,Rajkot,India,RAJ,22.309183,70.779525,6
1978,Jabalpur,Jabalpur,India,JLR,23.177817,80.052047,6
1979,Nefta,Tozeur,Tunisia,TOE,33.939722,8.110556,6
1980,Kemerovo,Kemorovo,Russia,KEJ,55.270094,86.107208,6
1981,Barnaul,Barnaul,Russia,BAX,53.363775,83.538533,6
1982,Semipalatinsk,Semiplatinsk,Kazakhstan,PLX,50.3513,80.2344,6
1983,Pavlodar,Pavlodar,Kazakhstan,PWQ,52.195,77.073889,6
1984,Uralsk,Uralsk,Kazakhstan,URA,51.150833,51.543056,6
1985,Padre Aldamiz,Puerto Maldonado,Peru,PEM,-12.613611,-69.228611,6
1986,Antonio Narino,Pasto,Colombia,PSO,1.396247,-77.291478,6
1987,Puerto Carreno,Puerto Carreno,Colombia,PCR,6.184717,-67.493164,6
1988,Fabio Alberto Leon Bentley,Mitu,Colombia,MVP,1.2536640000000001,-70.233878,6
1989,Los Garzones,Monteria,Colombia,MTR,8.823744,-75.825831,6
1990,Perales,Ibague,Colombia,IBE,4.421608,-75.1333,6
1991,Mariscal Lamar,Cuenca,Ecuador,CUE,-2.889467,-78.984397,6
1992,Francisco De Orellana,Coca,Ecuador,OCC,-0.46288599999999996,-76.986842,6
1993,Maquehue,Temuco,Chile,ZCO,-38.766819,-72.637097,6
1994,Enugu,Enugu,Nigeria,ENU,6.474272,7.561961,6
1995,Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil,SJK,-23.228172,-45.862739,6
1996,Macapa,Macapa,Brazil,MCP,0.050664,-51.072178,6
1997,Mario Ribeiro,Montes Claros,Brazil,MOC,-16.706925,-43.8189,6
1998,Usiminas,Ipatinga,Brazil,IPN,-19.470722,-42.487583,6
1999,Fernando De Noronha,Fernando Do Noronha,Brazil,FEN,-3.854928,-32.423336,6
2000,Campo Dos Bugres,Caxias Do Sul,Brazil,CXJ,-29.197064,-51.187536,6
2001,Cascavel,Cascavel,Brazil,CAC,-25.000339,-53.500764,6
2002,Boa Vista,Boa Vista,Brazil,BVB,2.846311,-60.690069,6
2003,Mar Del Plata,Mar Del Plata,Argentina,MDQ,-37.934167,-57.573333,6
2004,Tamale,Tamale,Ghana,TML,9.557192,-0.8632139999999999,6
2005,Esquel,Esquel,Argentina,EQS,-42.90795,-71.139472,6
2006,St Anthony,St. Anthony,Canada,YAY,51.391944,-56.083056,6
2007,Cotabato,Cotabato,Philippines,CBO,7.165242,124.209619,6
2008,Pohang,Pohang,South Korea,KPO,35.987858,129.420486,6
2009,Ulsan,Ulsan,South Korea,USN,35.593494,129.351722,6
2010,Yeosu,Yeosu,South Korea,RSU,34.842328,127.61685,6
2011,Yamagata,Yamagata,Japan,GAJ,38.411894,140.371331,6
2012,New Kitakyushu,Kitakyushu,Japan,KKJ,33.845942,131.034689,6
2013,Tsushima,Tsushima,Japan,TSJ,34.284889,129.33055,6
2014,Yamaguchi Ube,Yamaguchi,Japan,UBJ,33.93,131.278611,6
2015,Obihiro,Obihiro,Japan,OBO,42.733333,143.217222,6
2016,Pohnpei Intl,Pohnpei,Micronesia,PNI,6.9851,158.208989,6
2017,Bucholz Aaf,Kwajalein,Marshall Islands,KWA,8.720122,167.731661,6
2018,Sheikh Zayed,Rahim Yar Khan,Pakistan,RYK,28.3839,70.279572,6
2019,Gwadar,Gwadar,Pakistan,GWD,25.233308,62.329494,6
2020,Nejran,Nejran,Saudi Arabia,EAM,17.611436,44.419169,6
2021,Bisha,Bisha,Saudi Arabia,BHH,19.98435,42.620881,6
2022,Al Baha,El-baha,Saudi Arabia,ABT,20.296139,41.634277,6
2023,Al Ahsa,Al-ahsa,Saudi Arabia,HOF,25.285306,49.485189,6
2024,Woodbourne,Woodbourne,New Zealand,BHE,-41.518333,173.870278,6
2025,Tauranga,Tauranga,New Zealand,TRG,-37.671944,176.19611,6
2026,Rotorua,Rotorua,New Zealand,ROT,-38.109167,176.317222,6
2027,New Plymouth,New Plymouth,New Zealand,NPL,-39.008611,174.179167,6
2028,Lifou,Lifou,New Caledonia,LIF,-20.7748,167.239864,6
2029,Maupiti,Maupiti,French Polynesia,MAU,-16.426486,-152.243669,6
2030,Manihi,Manihi,French Polynesia,XMH,-14.436764,-146.070056,6
2031,Wallis,Wallis,Wallis and Futuna,WLS,-13.238281,-176.199228,6
2032,Bonriki Intl,Tarawa,Kiribati,TRW,1.3816359999999999,173.147036,6
2033,Ignacio Agramonte Intl,Camaguey,Cuba,CMW,21.420428,-77.847433,6
2034,Cap Haitien Intl,Cap Haitien,Haiti,CAP,19.732989,-72.194739,6
2035,Palmar Sur,Palmar Sur,Costa Rica,PMZ,8.951025,-83.468583,6
2036,Puerto Escondido Intl,Puerto Escondido,Mexico,PXM,15.876861,-97.089117,6
2037,Colima,Colima,Mexico,CLQ,19.277011,-103.577397,6
2038,Tepic,Tepic,Mexico,TPQ,21.419453,-104.842581,6
